,dataset,sample_idx,length,rotation,curve_x,curve_y,beak_radius_start
952,317,B,7.0,-3.141592653589793,1.0,-1.0,2.5
953,317,M,5.375,-1.5707963267948966,0.5,-0.5,2.0
954,318,A,3.75,0.0,0.0,0.0,1.5
955,318,B,7.0,-3.141592653589793,1.0,0.0,0.5
956,318,M,5.375,-1.5707963267948966,0.5,0.0,1.0
957,319,A,3.75,0.0,0.0,0.0,1.5
958,319,B,7.0,-3.141592653589793,1.0,0.0,1.5
959,319,M,5.375,-1.5707963267948966,0.5,0.0,1.5
960,320,A,3.75,0.0,0.0,0.0,1.5
961,320,B,7.0,-3.141592653589793,1.0,0.0,2.5
962,320,M,5.375,-1.5707963267948966,0.5,0.0,2.0
963,321,A,3.75,0.0,0.0,0.0,1.5
964,321,B,7.0,-3.141592653589793,1.0,1.0,0.5
965,321,M,5.375,-1.5707963267948966,0.5,0.5,1.0
966,322,A,3.75,0.0,0.0,0.0,1.5
967,322,B,7.0,-3.141592653589793,1.0,1.0,1.5
968,322,M,5.375,-1.5707963267948966,0.5,0.5,1.5
969,323,A,3.75,0.0,0.0,0.0,1.5
970,323,B,7.0,-3.141592653589793,1.0,1.0,2.5
971,323,M,5.375,-1.5707963267948966,0.5,0.5,2.0
972,324,A,3.75,0.0,0.0,0.0,1.5
973,324,B,7.0,0.0,-1.0,-1.0,0.5
974,324,M,5.375,0.0,-0.5,-0.5,1.0
975,325,A,3.75,0.0,0.0,0.0,1.5
976,325,B,7.0,0.0,-1.0,-1.0,1.5
977,325,M,5.375,0.0,-0.5,-0.5,1.5
978,326,A,3.75,0.0,0.0,0.0,1.5
979,326,B,7.0,0.0,-1.0,-1.0,2.5
980,326,M,5.375,0.0,-0.5,-0.5,2.0
981,327,A,3.75,0.0,0.0,0.0,1.5
982,327,B,7.0,0.0,-1.0,0.0,0.5
983,327,M,5.375,0.0,-0.5,0.0,1.0
984,328,A,3.75,0.0,0.0,0.0,1.5
985,328,B,7.0,0.0,-1.0,0.0,1.5
986,328,M,5.375,0.0,-0.5,0.0,1.5
987,329,A,3.75,0.0,0.0,0.0,1.5
988,329,B,7.0,0.0,-1.0,0.0,2.5
989,329,M,5.375,0.0,-0.5,0.0,2.0
990,330,A,3.75,0.0,0.0,0.0,1.5
991,330,B,7.0,0.0,-1.0,1.0,0.5
992,330,M,5.375,0.0,-0.5,0.5,1.0
993,331,A,3.75,0.0,0.0,0.0,1.5
994,331,B,7.0,0.0,-1.0,1.0,1.5
995,331,M,5.375,0.0,-0.5,0.5,1.5
996,332,A,3.75,0.0,0.0,0.0,1.5
997,332,B,7.0,0.0,-1.0,1.0,2.5
998,332,M,5.375,0.0,-0.5,0.5,2.0
999,333,A,3.75,0.0,0.0,0.0,1.5
1000,333,B,7.0,0.0,0.0,-1.0,0.5
1001,333,M,5.375,0.0,0.0,-0.5,1.0
1002,334,A,3.75,0.0,0.0,0.0,1.5
1003,334,B,7.0,0.0,0.0,-1.0,1.5
1004,334,M,5.375,0.0,0.0,-0.5,1.5
1005,335,A,3.75,0.0,0.0,0.0,1.5
1006,335,B,7.0,0.0,0.0,-1.0,2.5
1007,335,M,5.375,0.0,0.0,-0.5,2.0
1008,336,A,3.75,0.0,0.0,0.0,1.5
1009,336,B,7.0,0.0,0.0,0.0,0.5
1010,336,M,5.375,0.0,0.0,0.0,1.0
1011,337,A,3.75,0.0,0.0,0.0,1.5
1012,337,B,7.0,0.0,0.0,0.0,1.5
1013,337,M,5.375,0.0,0.0,0.0,1.5
1014,338,A,3.75,0.0,0.0,0.0,1.5
1015,338,B,7.0,0.0,0.0,0.0,2.5
1016,338,M,5.375,0.0,0.0,0.0,2.0
1017,339,A,3.75,0.0,0.0,0.0,1.5
1018,339,B,7.0,0.0,0.0,1.0,0.5
1019,339,M,5.375,0.0,0.0,0.5,1.0
1020,340,A,3.75,0.0,0.0,0.0,1.5
1021,340,B,7.0,0.0,0.0,1.0,1.5
1022,340,M,5.375,0.0,0.0,0.5,1.5
1023,341,A,3.75,0.0,0.0,0.0,1.5
1024,341,B,7.0,0.0,0.0,1.0,2.5
1025,341,M,5.375,0.0,0.0,0.5,2.0
1026,342,A,3.75,0.0,0.0,0.0,1.5
1027,342,B,7.0,0.0,1.0,-1.0,0.5
1028,342,M,5.375,0.0,0.5,-0.5,1.0
1029,343,A,3.75,0.0,0.0,0.0,1.5
1030,343,B,7.0,0.0,1.0,-1.0,1.5
1031,343,M,5.375,0.0,0.5,-0.5,1.5
1032,344,A,3.75,0.0,0.0,0.0,1.5
1033,344,B,7.0,0.0,1.0,-1.0,2.5
1034,344,M,5.375,0.0,0.5,-0.5,2.0
1035,345,A,3.75,0.0,0.0,0.0,1.5
1036,345,B,7.0,0.0,1.0,0.0,0.5
1037,345,M,5.375,0.0,0.5,0.0,1.0
1038,346,A,3.75,0.0,0.0,0.0,1.5
1039,346,B,7.0,0.0,1.0,0.0,1.5
1040,346,M,5.375,0.0,0.5,0.0,1.5
1041,347,A,3.75,0.0,0.0,0.0,1.5
1042,347,B,7.0,0.0,1.0,0.0,2.5
1043,347,M,5.375,0.0,0.5,0.0,2.0
1044,348,A,3.75,0.0,0.0,0.0,1.5
1045,348,B,7.0,0.0,1.0,1.0,0.5
1046,348,M,5.375,0.0,0.5,0.5,1.0
1047,349,A,3.75,0.0,0.0,0.0,1.5
1048,349,B,7.0,0.0,1.0,1.0,1.5
1049,349,M,5.375,0.0,0.5,0.5,1.5
1050,350,A,3.75,0.0,0.0,0.0,1.5
1051,350,B,7.0,0.0,1.0,1.0,2.5
1052,350,M,5.375,0.0,0.5,0.5,2.0
1053,351,A,3.75,0.0,0.0,0.0,1.5
1054,351,B,7.0,3.141592653589793,-1.0,-1.0,0.5
1055,351,M,5.375,1.5707963267948966,-0.5,-0.5,1.0
1056,352,A,3.75,0.0,0.0,0.0,1.5
1057,352,B,7.0,3.141592653589793,-1.0,-1.0,1.5
1058,352,M,5.375,1.5707963267948966,-0.5,-0.5,1.5
1059,353,A,3.75,0.0,0.0,0.0,1.5
1060,353,B,7.0,3.141592653589793,-1.0,-1.0,2.5
1061,353,M,5.375,1.5707963267948966,-0.5,-0.5,2.0
1062,354,A,3.75,0.0,0.0,0.0,1.5
1063,354,B,7.0,3.141592653589793,-1.0,0.0,0.5
1064,354,M,5.375,1.5707963267948966,-0.5,0.0,1.0
1065,355,A,3.75,0.0,0.0,0.0,1.5
1066,355,B,7.0,3.141592653589793,-1.0,0.0,1.5
1067,355,M,5.375,1.5707963267948966,-0.5,0.0,1.5
1068,356,A,3.75,0.0,0.0,0.0,1.5
1069,356,B,7.0,3.141592653589793,-1.0,0.0,2.5
1070,356,M,5.375,1.5707963267948966,-0.5,0.0,2.0
1071,357,A,3.75,0.0,0.0,0.0,1.5
1072,357,B,7.0,3.141592653589793,-1.0,1.0,0.5
1073,357,M,5.375,1.5707963267948966,-0.5,0.5,1.0
1074,358,A,3.75,0.0,0.0,0.0,1.5
1075,358,B,7.0,3.141592653589793,-1.0,1.0,1.5
1076,358,M,5.375,1.5707963267948966,-0.5,0.5,1.5
1077,359,A,3.75,0.0,0.0,0.0,1.5
1078,359,B,7.0,3.141592653589793,-1.0,1.0,2.5
1079,359,M,5.375,1.5707963267948966,-0.5,0.5,2.0
1080,360,A,3.75,0.0,0.0,0.0,1.5
1081,360,B,7.0,3.141592653589793,0.0,-1.0,0.5
1082,360,M,5.375,1.5707963267948966,0.0,-0.5,1.0
1083,361,A,3.75,0.0,0.0,0.0,1.5
1084,361,B,7.0,3.141592653589793,0.0,-1.0,1.5
1085,361,M,5.375,1.5707963267948966,0.0,-0.5,1.5
1086,362,A,3.75,0.0,0.0,0.0,1.5
1087,362,B,7.0,3.141592653589793,0.0,-1.0,2.5
1088,362,M,5.375,1.5707963267948966,0.0,-0.5,2.0
1089,363,A,3.75,0.0,0.0,0.0,1.5
1090,363,B,7.0,3.141592653589793,0.0,0.0,0.5
1091,363,M,5.375,1.5707963267948966,0.0,0.0,1.0
1092,364,A,3.75,0.0,0.0,0.0,1.5
1093,364,B,7.0,3.141592653589793,0.0,0.0,1.5
1094,364,M,5.375,1.5707963267948966,0.0,0.0,1.5
1095,365,A,3.75,0.0,0.0,0.0,1.5
1096,365,B,7.0,3.141592653589793,0.0,0.0,2.5
1097,365,M,5.375,1.5707963267948966,0.0,0.0,2.0
1098,366,A,3.75,0.0,0.0,0.0,1.5
1099,366,B,7.0,3.141592653589793,0.0,1.0,0.5
1100,366,M,5.375,1.5707963267948966,0.0,0.5,1.0
1101,367,A,3.75,0.0,0.0,0.0,1.5
1102,367,B,7.0,3.141592653589793,0.0,1.0,1.5
1103,367,M,5.375,1.5707963267948966,0.0,0.5,1.5
1104,368,A,3.75,0.0,0.0,0.0,1.5
1105,368,B,7.0,3.141592653589793,0.0,1.0,2.5
1106,368,M,5.375,1.5707963267948966,0.0,0.5,2.0
1107,369,A,3.75,0.0,0.0,0.0,1.5
1108,369,B,7.0,3.141592653589793,1.0,-1.0,0.5
1109,369,M,5.375,1.5707963267948966,0.5,-0.5,1.0
1110,370,A,3.75,0.0,0.0,0.0,1.5
1111,370,B,7.0,3.141592653589793,1.0,-1.0,1.5
1112,370,M,5.375,1.5707963267948966,0.5,-0.5,1.5
1113,371,A,3.75,0.0,0.0,0.0,1.5
1114,371,B,7.0,3.141592653589793,1.0,-1.0,2.5
1115,371,M,5.375,1.5707963267948966,0.5,-0.5,2.0
1116,372,A,3.75,0.0,0.0,0.0,1.5
1117,372,B,7.0,3.141592653589793,1.0,0.0,0.5
1118,372,M,5.375,1.5707963267948966,0.5,0.0,1.0
1119,373,A,3.75,0.0,0.0,0.0,1.5
1120,373,B,7.0,3.141592653589793,1.0,0.0,1.5
1121,373,M,5.375,1.5707963267948966,0.5,0.0,1.5
1122,374,A,3.75,0.0,0.0,0.0,1.5
1123,374,B,7.0,3.141592653589793,1.0,0.0,2.5
1124,374,M,5.375,1.5707963267948966,0.5,0.0,2.0
1125,375,A,3.75,0.0,0.0,0.0,1.5
1126,375,B,7.0,3.141592653589793,1.0,1.0,0.5
1127,375,M,5.375,1.5707963267948966,0.5,0.5,1.0
1128,376,A,3.75,0.0,0.0,0.0,1.5
1129,376,B,7.0,3.141592653589793,1.0,1.0,1.5
1130,376,M,5.375,1.5707963267948966,0.5,0.5,1.5
1131,377,A,3.75,0.0,0.0,0.0,1.5
1132,377,B,7.0,3.141592653589793,1.0,1.0,2.5
1133,377,M,5.375,1.5707963267948966,0.5,0.5,2.0
1134,378,A,3.75,0.0,0.0,0.0,1.5
1135,378,B,7.0,6.283185307179586,-1.0,-1.0,0.5
1136,378,M,5.375,3.141592653589793,-0.5,-0.5,1.0
1137,379,A,3.75,0.0,0.0,0.0,1.5
1138,379,B,7.0,6.283185307179586,-1.0,-1.0,1.5
1139,379,M,5.375,3.141592653589793,-0.5,-0.5,1.5
1140,380,A,3.75,0.0,0.0,0.0,1.5
1141,380,B,7.0,6.283185307179586,-1.0,-1.0,2.5
1142,380,M,5.375,3.141592653589793,-0.5,-0.5,2.0
1143,381,A,3.75,0.0,0.0,0.0,1.5
1144,381,B,7.0,6.283185307179586,-1.0,0.0,0.5
1145,381,M,5.375,3.141592653589793,-0.5,0.0,1.0
1146,382,A,3.75,0.0,0.0,0.0,1.5
1147,382,B,7.0,6.283185307179586,-1.0,0.0,1.5
1148,382,M,5.375,3.141592653589793,-0.5,0.0,1.5
1149,383,A,3.75,0.0,0.0,0.0,1.5
1150,383,B,7.0,6.283185307179586,-1.0,0.0,2.5
1151,383,M,5.375,3.141592653589793,-0.5,0.0,2.0
1152,384,A,3.75,0.0,0.0,0.0,1.5
1153,384,B,7.0,6.283185307179586,-1.0,1.0,0.5
1154,384,M,5.375,3.141592653589793,-0.5,0.5,1.0
1155,385,A,3.75,0.0,0.0,0.0,1.5
1156,385,B,7.0,6.283185307179586,-1.0,1.0,1.5
1157,385,M,5.375,3.141592653589793,-0.5,0.5,1.5
1158,386,A,3.75,0.0,0.0,0.0,1.5
1159,386,B,7.0,6.283185307179586,-1.0,1.0,2.5
1160,386,M,5.375,3.141592653589793,-0.5,0.5,2.0
1161,387,A,3.75,0.0,0.0,0.0,1.5
1162,387,B,7.0,6.283185307179586,0.0,-1.0,0.5
1163,387,M,5.375,3.141592653589793,0.0,-0.5,1.0
1164,388,A,3.75,0.0,0.0,0.0,1.5
1165,388,B,7.0,6.283185307179586,0.0,-1.0,1.5
1166,388,M,5.375,3.141592653589793,0.0,-0.5,1.5
1167,389,A,3.75,0.0,0.0,0.0,1.5
1168,389,B,7.0,6.283185307179586,0.0,-1.0,2.5
1169,389,M,5.375,3.141592653589793,0.0,-0.5,2.0
1170,390,A,3.75,0.0,0.0,0.0,1.5
1171,390,B,7.0,6.283185307179586,0.0,0.0,0.5
1172,390,M,5.375,3.141592653589793,0.0,0.0,1.0
1173,391,A,3.75,0.0,0.0,0.0,1.5
1174,391,B,7.0,6.283185307179586,0.0,0.0,1.5
1175,391,M,5.375,3.141592653589793,0.0,0.0,1.5
1176,392,A,3.75,0.0,0.0,0.0,1.5
1177,392,B,7.0,6.283185307179586,0.0,0.0,2.5
1178,392,M,5.375,3.141592653589793,0.0,0.0,2.0
1179,393,A,3.75,0.0,0.0,0.0,1.5
1180,393,B,7.0,6.283185307179586,0.0,1.0,0.5
1181,393,M,5.375,3.141592653589793,0.0,0.5,1.0
1182,394,A,3.75,0.0,0.0,0.0,1.5
1183,394,B,7.0,6.283185307179586,0.0,1.0,1.5
1184,394,M,5.375,3.141592653589793,0.0,0.5,1.5
1185,395,A,3.75,0.0,0.0,0.0,1.5
1186,395,B,7.0,6.283185307179586,0.0,1.0,2.5
1187,395,M,5.375,3.141592653589793,0.0,0.5,2.0
1188,396,A,3.75,0.0,0.0,0.0,1.5
1189,396,B,7.0,6.283185307179586,1.0,-1.0,0.5
1190,396,M,5.375,3.141592653589793,0.5,-0.5,1.0
1191,397,A,3.75,0.0,0.0,0.0,1.5
1192,397,B,7.0,6.283185307179586,1.0,-1.0,1.5
1193,397,M,5.375,3.141592653589793,0.5,-0.5,1.5
1194,398,A,3.75,0.0,0.0,0.0,1.5
1195,398,B,7.0,6.283185307179586,1.0,-1.0,2.5
1196,398,M,5.375,3.141592653589793,0.5,-0.5,2.0
1197,399,A,3.75,0.0,0.0,0.0,1.5
1198,399,B,7.0,6.283185307179586,1.0,0.0,0.5
1199,399,M,5.375,3.141592653589793,0.5,0.0,1.0
1200,400,A,3.75,0.0,0.0,0.0,1.5
1201,400,B,7.0,6.283185307179586,1.0,0.0,1.5
1202,400,M,5.375,3.141592653589793,0.5,0.0,1.5
1203,401,A,3.75,0.0,0.0,0.0,1.5
1204,401,B,7.0,6.283185307179586,1.0,0.0,2.5
1205,401,M,5.375,3.141592653589793,0.5,0.0,2.0
1206,402,A,3.75,0.0,0.0,0.0,1.5
1207,402,B,7.0,6.283185307179586,1.0,1.0,0.5
1208,402,M,5.375,3.141592653589793,0.5,0.5,1.0
1209,403,A,3.75,0.0,0.0,0.0,1.5
1210,403,B,7.0,6.283185307179586,1.0,1.0,1.5
1211,403,M,5.375,3.141592653589793,0.5,0.5,1.5
1212,404,A,3.75,0.0,0.0,0.0,1.5
1213,404,B,7.0,6.283185307179586,1.0,1.0,2.5
1214,404,M,5.375,3.141592653589793,0.5,0.5,2.0
